Disease,Title,Abstract,NCT_ID
Prostate Cancer,Open-label Phase IV Clinical Trial to Evaluate the Safety and Tolerability of Zoledronic Acid in Patients With Prostate Cancer and Bone Metastases, To assess the effects of i.v. zoledronic acid 4 mg with respect to safety and tolerability    ,NCT00242554
Prostate Cancer,Study of Zoledronic Acid for Patients With Hormone-sensitive Bone Metastases From Prostate Cancer, This study aims to determine whether early treatment with zoledronic acid that is given during the early phase of advanced prostate cancer will be more efficacious than delayed treatment    ,NCT00242567
Prostate Cancer,Safety and Effectiveness Study of Docetaxel and ZD1839 Followed by Removal of the Prostate to Treat Prostate Cancer, The purpose of this study is to determine the safety and effectiveness of the combination of docetaxel and ZD1839 on destroying prostate cancer before removal of the prostate.    ,NCT00242918
Prostate Cancer,Flu/TBI in Treating Patients Not Responding to Previous Hormone Therapy, RATIONALE: Giving low doses of chemotherapy such as fludarabine and radiation therapy before a donor stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune system and help destroy any remaining cancer cells (graft-versus-tumor effect). Sometimes the transplanted cells from a donor can also make an immune response against the body's normal cells. Giving cyclosporine and mycophenolate mofetil after transplant may stop this from happening. PURPOSE: This phase II trial is studying how well giving fludarabine together with total-body irradiation works in treating patients who are undergoing a donor stem cell transplant for progressive metastatic prostate cancer that has not responded to previous hormone therapy.    ,NCT00242931
Prostate Cancer,Isoflavones and Radiation Therapy in Treating Patients With Localized Prostate Cancer, RATIONALE: Eating a diet high in soy foods may slow the progression of some types of cancer. Isoflavones are compounds found in soy food that may slow the growth of prostate cancer cells and prevent further development of prostate cancer. Radiation therapy uses high-energy x-rays to kill tumor cells. Giving isoflavones together with radiation therapy may be an effective treatment for prostate cancer. PURPOSE: This randomized phase II trial is studying the side effects and how well giving isoflavones together with radiation therapy works in treating patients with localized prostate cancer.    ,NCT00243048
Prostate Cancer,Implant and External Radiation for Prostate Cancer With or Without Hormonal Therapy: A Prospective Randomized Trial, Determine the role of androgen deprivation therapy in high risk patients receiving 45 Gy of pelvic radiotherapy plus a Pd-103 boost and the impact of the duration of ADT in hormonally-manipulated patients.    ,NCT00243646
Prostate Cancer,Study of Tamsulosin and/or Dutasteride to Relieve Urinary Symptoms After Brachytherapy for Localized Prostate Cancer, The purpose of this study is to determine whether a drug named tamsulosin (Flomax) or another drug named dutasteride (Avodart) or a combination of these two drugs is effective in improving urinary symptoms and decreasing the rate of intermittent self-catheterization after prostate brachytherapy.    ,NCT00244309
Prostate Cancer,Hormone Therapy With or Without Squalamine Lactate in Treating Patients Who Are Undergoing a Radical Prostatectomy for Locally Advanced Prostate Cancer, RATIONALE: Androgens can cause the growth of prostate cancer cells. Drugs such as leuprolide and bicalutamide may stop the adrenal glands from making androgens. Squalamine lactate may stop the growth of prostate cancer by blocking blood flow to the tumor. Giving hormone therapy together with squalamine lactate before surgery may make the tumor smaller and reduce the amount of normal tissue that needs to be removed. PURPOSE: This randomized phase II trial is studying how well giving hormone therapy together with squalamine lactate works compared to hormone therapy alone in treating patients who are undergoing a radical prostatectomy for locally advanced prostate cancer.    ,NCT00244920
Prostate Cancer,Fulvestrant in Treating Patients With Advanced Prostate Cancer, RATIONALE: Estrogen may cause the growth of prostate cancer cells. Hormone therapy using fulvestrant may fight prostate cancer by blocking the use of estrogen by the tumor cells. PURPOSE: This phase II trial is studying how well fulvestrant works in treating patients with advanced prostate cancer.    ,NCT00244998
Prostate Cancer,Study Investigating the Long-Term Safety and Tolerability of Repeated Doses of Degarelix in Prostate Cancer Patients, To investigate the long-term safety and tolerability of repeated doses of degarelix to prostate cancer patients    ,NCT00245466
Prostate Cancer,Study of Aranesp to Treat Anemia in Prostate Cancer Patients., The purpose of this study is to see if darbepoetin alfa is an effective treatment for anemia in prostate cancer patients and if so what dose is most effective. Sometimes prostate cancer patients have low red blood cell counts (low hemoglobin) from various treatments they are receiving such as chemotherapy. The red blood cells deliver oxygen to the tissue. This then helps give the patient more energy.    ,NCT00245895
Prostate Cancer,Lapatinib in Treating Patients With Prostate Cancer That Did Not Respond to Hormone Therapy, RATIONALE: Lapatinib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. PURPOSE: This phase II trial is studying how well lapatinib works in treating patients with prostate cancer that did not respond to hormone therapy.    ,NCT00246753
Prostate Cancer,Prostate Cancer Diagnosis Through NMR Spectroscopy of Semen and Prostatic Secretions, To develop the hypothesis that quantitative NMR spectroscopy of human semen can be used to diagnose prostate cancer.    ,NCT00250757
Prostate Cancer,A Study of Imatinib and Docetaxel in Prostate Cancer, The purpose of this study is to determine the effectiveness of two drugs docetaxel and Gleevec®(also called imatinib) in prostate cancer that no longer responds to hormone therapy. The investigators are interested in finding out if the combination of these two drugs is more effective than docetaxel alone in the treatment of prostate cancer.    ,NCT00251225
Prostate Cancer,Prophylactic Urethral Stenting With Memokath After Prostate Implantation for Prostate Adenocarcinoma, The purpose of this study is to determine the feasibility safety and efficacy of the Memokath® 028SW stent to prevent urinary obstructive symptoms (difficulty urinating) when used after prostate seed implantation for the treatment of localized prostate cancer.    ,NCT00252941
Prostate Cancer,Docetaxel and Prednisone in Treating Patients With Hormone-Refractory Metastatic Prostate Cancer, RATIONALE: Drugs used in chemotherapy such as docetaxel and prednisone work in different ways to stop the growth of tumor cells either by killing the cells or by stopping them from dividing. Giving more than one drug (combination chemotherapy) may kill more tumor cells. It is not yet known which schedule of docetaxel and prednisone is more effective in treating prostate cancer. PURPOSE: This randomized phase III trial is studying two different schedules of docetaxel and prednisone to compare how well they work in treating patients with metastatic prostate cancer.    ,NCT00255606
Prostate Cancer,A Study for the Treatment of Hormone Refractory Prostate Cancer (HRPC) in Patients Previously Treated With Chemotherapy, A study for the treatment of hormone refractory prostate cancer (HRPC) in patients previously treated with chemotherapy.    ,NCT00257478
Prostate Cancer,Capecitabine and Docetaxel in Treating Patients With Metastatic Prostate Cancer, RATIONALE: Drugs used in chemotherapy such as capecitabine and docetaxel work in different ways to stop the growth of tumor cells either by killing the cells or by stopping them from dividing. Giving more than one drug (combination chemotherapy) may kill more tumor cells. PURPOSE: This phase II trial is studying how well giving capecitabine together with docetaxel works in treating patients with metastatic prostate cancer.    ,NCT00258284
Prostate Cancer,Docetaxel and Prednisone With or Without OGX-011 in Treating Patients With Recurrent or Metastatic Prostate Cancer That Did Not Respond to Previous Hormone Therapy, RATIONALE: Drugs used in chemotherapy such as docetaxel and prednisone work in different ways to stop the growth of tumor cells either by killing the cells or by stopping them from dividing. OGX-011 may help docetaxel and prednisone kill more tumor cells by making tumor cells less resistant to the drugs. PURPOSE: This randomized phase II trial is studying how well giving docetaxel and prednisone with or without OGX-011 works in treating patients with recurrent or metastatic prostate cancer that did not respond to previous hormone therapy.    ,NCT00258388
Prostate Cancer,Radiation Therapy in Treating Patients With Stage I Stage II or Stage III Prostate Cancer, RATIONALE: Radiation therapy uses high-energy x-rays and other types of radiation to kill tumor cells. Giving radiation therapy in different ways may kill more tumor cells. It is not yet known which type of radiation therapy is more effective in treating prostate cancer. PURPOSE: This randomized phase III trial is studying different types of radiation therapy to compare how well they work in treating patients with stage I stage II or stage III prostate cancer.    ,NCT00258466
Prostate Cancer,Adjuvant Docetaxel-Zoledronic Acid in High-risk Early Prostate Cancer Following Prostatectomy., Radical prostatectomy is used to treat early prostate cancer in otherwise well men but is followed by later cancer relapse in 1 in 4 cases. This study aims to see if post-operative adjuvant therapy with a combination of zoledronic acid and docetaxel might help reduce relapse in such cases. Patients will be randomized to receive the adjuvant combination therapy or no therapy. All patients will be monitored closely for signs of relapse and treated appropriately with conventional salvage therapy.    ,NCT00258765
Prostate Cancer,Study of Oxaliplatin and Taxotere in Prostate Cancer, The primary objective for this study is to evaluate PSA response rates (response will be defined as a > 50% reduction in PSA levels) in men who have failed primary chemotherapy. The secondary objectives are to compare progression free survival disease free survival overall survival and toxicity (tolerance/safety).    ,NCT00260611
Prostate Cancer,Trial of Iressa in Prostate Cancer Patients, This study is being carried out to see if ZD1839 is effective in treating prostate cancer after being diagnosed with an early rising PSA (prostate specific antigen) following surgery.    ,NCT00265070
Prostate Cancer,STAMPEDE: Systemic Therapy in Advancing or Metastatic Prostate Cancer: Evaluation of Drug Efficacy: A Multi-Stage Multi-Arm Randomised Controlled Trial, Prostate cancers depend upon the male hormone testosterone for their growth. Lowering testosterone levels (either by removing all or part of both testes or by giving anti-hormone treatment) slows the growth of prostate cancers. This type of treatment is called hormone treatment and is often used when prostate cancers have spread outside of the prostate gland. Although hormone treatment is usually successful at stopping the cancer growing for a period of time the cancer will begin to grow again in most men. There are increasing numbers of treatments available for advanced prostate cancer. These treatments are usually used in prostate cancer when hormone treatment is no longer effective and the cancer has started to grow again. The aim of this trial which is called STAMPEDE is to assess five of these treatments given earlier in the course of the disease in combination with hormone treatment. The treatments assessed during the trial are:   1. Zoledronic acid: Prostate cancer cells can spread to bones and weaken them. Zoledronic acid is a drug that reduces bone destruction and hardens bones. This may make them more resistant to attack by cancer cells.   2. Docetaxel: A drug that stops cells replicating Docetaxel is currently being used to treat a range of cancers including lung breast and ovarian cancer as well as prostate cancer. Docetaxel is already known to prolong survival in men with relapsed metastatic prostate cancer.   3. Celecoxib: An aspirin-like drug that is used to treat arthritis. Celecoxib slows down the growth of cancer cells in the laboratory. We wished to see if it had the same effect on cancer cells in patients. Recruitment to new patients for the evaluation of this drug is finished as a pre-planned interim analysis failed to demonstrate sufficient activity.   4. Abiraterone (included from protocol version 8.0): An inhibitor of steroid hormone synthesis that blocks prostate cancer cells from generating their own male hormones. This is thought to be a major way in which prostate cancer cells resume growth following castration based therapies. This agent is given along with prednisolone and is already known to prolong survival when given to men following failure of docetaxel chemotherapy.   5. Prostate radiotherapy (included from protocol version 9.0): Treatment with high-energy x-rays targeted to the prostate gland. This treatment is now mandatory for patients with cancer that is confined to the prostate gland as large trials have shown it improves survival times. We are interested in whether we should give radiotherapy to the prostate if the cancer has already spread.   6. Enzalutamide (included from protocol version 12.0): This is a blocker of androgen receptors. These stimulate the cancer when hormone therapies have failed. Enzalutamide may be mutually complementary to abiraterone in terms of blocking mechanisms of resistance. The agent prolongs survival when given to men following failure of docetaxel chemotherapy. STAMPEDE will look at the effect of combining one or two of the treatments described above with hormone treatment. A computer program will be used to allocate which treatment the patient receives using a chance process. The trial will look at the effects of the combined treatments on quality of life and find out whether the new treatment combinations increase the time when the cancer is not growing and ultimately results in patients living longer. The study will also look at which treatment provides the greater value for money for the health service. More than 8000 patients will join the trial with answers becoming available over 7 to 12 years.    ,NCT00268476
Prostate Cancer,Pilot Efficacy Study of PI-88 With Docetaxel to Treat Prostate Cancer, Docetaxel (Taxotere) is an approved chemotherapeutic drug for the treatment of androgen-independent prostate cancer. The aim of the study is to investigate whether addition of the investigational drug PI-88 will increase the efficacy of docetaxel in this disease. PI-88 inhibits cancer growth by inhibiting the development of new blood vessels and starving the tumour of oxygen and nutrients (anti-angiogenic). Because PI-88 and docetaxel have different mechanisms of action they are expected to have increased (synergistic) activity when combined.    ,NCT00268593
Prostate Cancer,Extension Study Investigating the Long-Term Safety of Degarelix Three-Month Depots in Patients With Prostate Cancer, The purpose of this extension study was to collect long-term safety and tolerability information to support a marketing authorisation application for a three-month dosage regimen of degarelix.    ,NCT00268892
Prostate Cancer,Effects of GCP on Prostate Cancer., Genistein Combined Polysaccharide (GCP) is derived from adding soy powder to shiitake mushrooms. This concentrated mixture is currently being sold in Japan and the United States and is thought to possibly contain properties that may be useful in treating certain types of cancer.    ,NCT00269555
Prostate Cancer,Single Agent Erlotinib in Chemotherapy-naive Androgen Independent Prostate Cancer, Objectives to evaluate the activity of Erlotinib in prostate cancer patients who are hormone refractory and androgen independent and have not been exposed to chemotherapy.    ,NCT00272038
Prostate Cancer,DN-101 in Combination With Docetaxel in Androgen-Independent Prostate Cancer (AIPC) (AIPC Study of Calcitriol Enhancing Taxotere [ASCENT-2]), The primary objective of this study is:   -  To evaluate the effect of DN-101 in combination with docetaxel (ASCENT regimen) on survival in metastatic androgen-independent prostate cancer The secondary objectives of this study are:   -  To determine the effect of the ASCENT regimen on the rate of thromboembolic events (blood clots)   -  To determine the effect of the ASCENT regimen on prevention of skeletal-related events (fractures)   -  A Separate sub-study will be conducted at selected study sites in North America to determine the population PK of DN-101.    ,NCT00273338
Prostate Cancer,GM-CSF for Maintenance of Prostate Cancer for Patients Responding to Taxotere, This trial is designed to investigate the efficacy and safety of GM-CSF used as a maintenance program in patients with androgen-independent prostate cancer (AIPC) who have achieved a maximal response on a taxotere or other chemotherapy schedule.    ,NCT00274287
Prostate Cancer,Gemcitabine and Docetaxel in Treating Patients With Metastatic Prostate Cancer, RATIONALE: Drugs used in chemotherapy such as gemcitabine and docetaxel work in different ways to stop the growth of tumor cells either by killing the cells or by stopping them from dividing. Giving more than one drug (combination chemotherapy) may kill more tumor cells. PURPOSE: This phase II trial is studying how well giving gemcitabine together with docetaxel works in treating patients with metastatic prostate cancer.    ,NCT00276549
Prostate Cancer,Evaluating E7389 in Patients With Hormone Refractory Prostate Cancer With Advanced and/or Metastatic Disease Stratified by Prior Chemotherapy, This is a multi-centre phase II open-label two-stage design single-arm study in patients with hormone-refractory prostate cancer (HRPC) with advanced (rising PSA) and/or metastatic disease and who have had prior anti-androgen therapy. The study will further explore the efficacy of E7389 by enrollment of patients into two strata: those who have had no prior systemic chemotherapy for their disease (except for mitoxantrone and estramustine) and those who failed no more than one previous chemotherapeutic regimen with tubulin-binding agents such as docetaxel.    ,NCT00278993
Prostate Cancer,FDG Positron Emission Tomography and Computed Tomography (PET-CT) in Metastatic Prostate Cancer, This is an National Institute of Health (NIH) funded investigator-initiated single center prospective study to investigate the ability of the new dual-modality positron emission tomography and computed tomography (PET-CT) imaging systems in comparison to conventional imaging methods in assessing treatment response in men with metastatic prostate cancer. The investigators will enroll two groups of men with stage IV metastatic prostate cancer each group will be comprised of 160 patients.   -  Group I: men with newly diagnosed hormone-responsive measurable metastatic disease who will be treated with androgen-ablation therapy   -  Group II: men with newly-developed hormone-refractory measurable metastatic disease who will be treated with chemotherapy and /or other therapies for hormone refractory disease To be eligible men in either group must have rising serum prostate specific antigen (PSA) level - defined as at least 2 consecutive rises in PSA documented over a reference value (1st measure within 28 days prior to recruitment). The first rising PSA (2nd measure) should be taken at least 14 days after the reference value. A confirmatory PSA measure (3rd measure) obtained at least 14 days after the 2nd measure is required and must be greater than the 2nd measure. Additionally patients must have a serum PSA concentration of at least 2 ng/mL in addition to increasing PSA to be eligible. Patients will be followed with the PET-CT at 4 8 and 12 months after the initiation of androgen ablation therapy (Group I) or chemotherapy (Group II).    ,NCT00282906
Prostate Cancer,To Lengthen the Duration of the Off-Treatment of Intermittent Androgen Suppression," The purpose of this research study is to determine if an investigational drug called Exisulind will extend the ""off-treatment"" period of patients receiving intermittent androgen suppression. There is evidence suggesting that alternating between periods of treatment and no treatment with androgen suppressants may delay the time to develop androgen-insensitive progression and improve overall quality of life. During intermittent androgen suppression (IAS) treatments men receive an LHRH agonist and antiandrogen for a fixed period of time (approximately 9 months) and then enter an off-treatment period whose length will vary depending on the rate of rise in the patient's PSA. Once the PSA reaches an established threshold (1 ng/mL in men who have had a prostatectomy or 4 ng/ml in men with an intact prostate) androgen suppression will be re-initiated for another 9 months. These cycles of on-treatment/off-treatment will be repeated until patient no longer responds to the androgen suppression and it is clear that their cancer is progressing. It has been observed that off-treatment periods tend to become shorter with each successive cycle of androgen suppression presumably due to the emergence of androgen-independent clones. This study proposes to look at exisulind a pro-apoptotic drug which may extend the off-treatment period in patients receiving IAS.    ",NCT00283803
Prostate Cancer,Immunotherapy After Chemotherapy for Patients With Hormone Refractory Metastatic Prostate Cancer, The purpose of this study is to test if interleukin-2 a drug that stimulates the immune system can be used after chemotherapy to slow the progression of your disease. We also want to test what the best dose of interleukin-2 is that can be used safely at home. Interleukin-2 abbreviated as IL2 is a naturally produced growth hormone for the immune cells in our body. It stimulates the growth of the immune cells and enhances their ability to fight infections and cancers. In people with cancer the immune cells are typically suppressed and became even more so after irradiation and chemotherapy treatment. By giving you more IL2 we hope to enhance the immune system so that it can fight the cancer better control cancer growth and shrink the cancer.    ,NCT00283829
Prostate Cancer,Phase II Trial of Abraxane in Front Line Therapy of Hormone Refractory Metastatic Prostate Cancer, Evaluate the efficacy of Abraxane in first line chemotherapy of patients with hormone refractory metastatic prostate cancer based on prostate specific antigen (PSA) response    ,NCT00284752
Prostate Cancer,Safety and Efficacy Study of AT-101 in Combination With Docetaxel and Prednisone in Men With HRPC, This is an open-label multicenter Phase I/II study to evaluate the safety and efficacy of AT-101 in combination with docetaxel and prednisone in men with hormone-refractory prostate cancer that are either chemotherapy naive or have received and progressed on a docetaxel containing regimen    ,NCT00286793
Prostate Cancer,Hormone Therapy and Radiation Therapy or Hormone Therapy and Radiation Therapy Followed by Docetaxel and Prednisone in Treating Patients With Localized Prostate Cancer, RATIONALE: Androgens can cause the growth of prostate cancer cells. Hormone therapy using drugs such as leuprolide goserelin flutamide or bicalutamide may fight prostate cancer by lowering the amount of androgens the body makes. Radiation therapy uses high-energy x-rays to kill tumor cells. Drugs used in chemotherapy such as docetaxel and prednisone work in different ways to stop the growth of tumor cells either by killing the cells or by stopping them from dividing. It is not yet known whether giving hormone therapy and radiation therapy together with chemotherapy is more effective than giving hormone therapy together with radiation therapy in treating prostate cancer. PURPOSE: This randomized phase III trial is studying hormone therapy and radiation therapy followed by docetaxel and prednisone to see how well it works compared to hormone therapy and radiation therapy in treating patients with localized prostate cancer.    ,NCT00288080
Prostate Cancer,S0437 Long-Term Follow-Up of Patients Who Were Diagnosed With Prostate Cancer on PCPT, RATIONALE: Learning about the long-term effects of chemoprevention drugs such as finasteride in patients with prostate cancer may help doctors plan better treatment and follow-up care. PURPOSE: This clinical trial is following patients who were diagnosed with prostate cancer while undergoing treatment with either finasteride or a placebo on the Prostate Cancer Prevention Trial (PCPT).    ,NCT00288106
Prostate Cancer,Safety and Effectiveness of a Vaccine for Prostate Cancer That Uses Each Patients' Own Immune Cells., The purpose of this study is to assess the safety and activity of a type of vaccine as immune therapy for prostate cancer. This vaccine will be made for each participant's own immune cells (called dendritic cells) obtained by blood donation. Dendritic cells are immune cells whose role is to identify foreign antigens (bacteria viruses or tumor cells for example) in the body and to activate other cells of the immune system to mount an attack on that foreign antigen. Each participant will be randomized into either Arm 1 (experimental treatment only) or Arm 2 (placebo first then the experimental treatment). Participants will be given the vaccine and three boosters as an injection. After the placebo phase each participant in Arm 2 will crossover to the treatment phase so that all participants will eventually receive the experimental treatment.    ,NCT00289341
Prostate Cancer,Robotic Laparoscopic Radical Prostatectomy, This is a pilot study to evaluate the role of RALRP in the management of localized prostate cancer.    ,NCT00292019
Prostate Cancer,Immunization With NY-ESO-1 Protein Combined With CpG 7909 in Patients With Prostate Cancer, This is an open-label fixed-dose study of immunization with NY-ESO-1 protein combined with CpG as adjuvant in patients with high-risk stage D1 or advanced prostate cancer Eligible patients will receive vaccinations consisting of 100µg NY-ESO-1 protein combined with 2.5mg CpG administered intradermally every 3 weeks for 4 doses.    ,NCT00292045
Prostate Cancer,Docetaxel Prednisone and Vatalanib in Treating Patients With Advanced Prostate Cancer, RATIONALE: Drugs used in chemotherapy such as docetaxel and prednisone work in different ways to stop the growth of tumor cells either by killing the cells or by stopping them from dividing. Vatalanib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth and by blocking blood flow to the tumor. Giving vatalanib together with docetaxel and prednisone may kill more tumor cells. PURPOSE: This phase I/II trial is studying the side effects and best dose of vatalanib when given together with docetaxel and prednisone and to see how well they work in treating patients with advanced prostate cancer.    ,NCT00293371
Prostate Cancer,Casodex/Zoladex Biomarkers in Localised Prostate Cancer, To evaluate anti-androgen (bicalutamide) induced biological and molecular changes in prostate comparison to chemical castration induced (goserelin) ones    ,NCT00293696
Prostate Cancer,ZOMETA® (Zoledronic Acid) for Prevention of Bone Metastases, To determine if therapy with Zometa® (zoledronic acid) 4mg will be effective in preventing the occurrence of bone metastases in prostate cancer patients at high risk of developing them. In addition pain and analgesic scores and overall safety are to be evaluated throughout the study.    ,NCT00294437
Prostate Cancer,The Efficacy and Safety of Degarelix One Month Dosing Regimens in Prostate Cancer, The study was a three-arm active-control multi-centre parallel group study.    ,NCT00295750
Prostate Cancer,Ablatherm Integrated Imaging High Intensity Focused Ultrasound for the Indication of Low Risk Localized Prostate Cancer, The purpose of this study is to determine the substantial equivalence of the Ablatherm high intensity focused ultrasound (HIFU) as compared to cryotherapy for the treatment of low risk localized prostate cancer.    ,NCT00295802
Prostate Cancer,Study of SU11248 in Men With Advanced Prostate Cancer, -  There are nearly 30000 deaths per year in the United States from prostate cancer making this a large and important target patient population for new cancer treatments.   -  SU011248 is an exciting new experimental drug that inhibits a number of proteins or more specifically receptor tyrosine kinases in tumor cells. These proteins are active in cellular pathways that are important for development and growth of a variety of different cancers. The targets of SU011248 include the receptors for vascular endothelial growth factor (VEGF) platelet-derived growth factor (PDGF) and others. By blocking the VEGF and PDGF pathways SU011248 can induce death of the blood vessels that nourish the cancer cells and death of the cancer cells themselves.   -  SU011248 has demonstrated significant anti-tumor activity in renal cell carcinoma gastrointestinal stromal tumors and other cancers. Its effect against prostate cancer has not been studied to date.   -  This study is directed at two populations of men with advanced prostate cancer:   1. Men with advanced prostate cancer who have a rising PSA despite hormone therapy but have not yet received any chemotherapy.   2. Men with metastatic prostate cancer who have received prior chemotherapy (with a docetaxel-based regimen) and have increasing disease following chemotherapy.   -  Men in this study will receive SU011248 on a six-week repeating schedule with four weeks of daily treatment followed by a two-week rest. The goals of the study are:   1. to determine whether SU011248 is an important therapeutic agent in men with advanced prostate cancer and   2. to identify predictive markers of anti-cancer activity within individual subjects that would allow selective treatment of appropriate subjects in the future.    ,NCT00299741
Prostate Cancer,PROFIT - Prostate Fractionated Irradiation Trial, This trial is designed to determine whether an 8-week course of escalated dose conformal radiation can be compressed safely and with similar efficacy into a 4-week course.    ,NCT00304759
Prostate Cancer,GM-CSF Before Surgery in Treating Patients With Localized Prostate Cancer, RATIONALE: Colony-stimulating factors such as GM-CSF may help the body build an effective immune response to kill tumor cells. Giving GM-CSF before surgery may be an effective treatment for localized prostate cancer. PURPOSE: This clinical trial is studying how well giving GM-CSF before surgery works in treating patients with localized prostate cancer.    ,NCT00305669
Prostate Cancer,Diindolylmethane in Treating Patients With Nonmetastatic Prostate Cancer That Has Not Responded To Previous Hormone Therapy, RATIONALE: Diindolylmethane may slow the growth of prostate cancer cells. PURPOSE: This phase I trial is studying the side effects and best dose of diindolylmethane in treating patients with nonmetastatic prostate cancer that has not responded to previous hormone therapy.    ,NCT00305747
Prostate Cancer,Study of WST09 in Prostate Cancer After Radiation: Repeat Procedure, This is a multi-centre phase II open-label 12-month clinical trial for patients previously treated with WST09 (Tookad) who have positive prostate biopsies for cancer. The study aims at delivering a second WST09 treatment for the purpose of eradicating the localized prostate cancer.    ,NCT00305929
Prostate Cancer,Thalidomide and Doxil® in Patients With Androgen Independent Prostate Cancer (AIPC), The primary objective of this study is to evaluate PSA response rates of the combination of Doxil and Thalidomide in patients with AIPC who have failed chemotherapy. Secondary objectives include: 1) To evaluate the clinical response rate of this combination on measurable disease 2) To evaluate overall survival for this combination.    ,NCT00307294
Prostate Cancer,Ketoconazole Hydrocortisone and GM-CSF in Treating Patients With Progressive Prostate Cancer After Hormone Therapy, RATIONALE: Androgens can cause the growth of prostate cancer cells. Drugs such as ketoconazole may stop the adrenal glands from making androgens. GM-CSF may help ketoconazole work better by making tumor cells more sensitive to the drug. Giving ketoconazole together with hydrocortisone and GM-CSF may be an effective treatment for prostate cancer. PURPOSE: This phase II trial is studying how well giving ketoconazole together with hydrocortisone and GM-CSF works in treating patients with progressive prostate cancer after hormone therapy.    ,NCT00309894
Prostate Cancer,Clinico-pathologic Correlative Study of 3T Magnetic Resonance Spectroscopy in the Localization of Prostate Cancer, We seek to develop an advanced imaging approach to identifying and localizing prostate cancer. We believe that high field MRI (magnetic resonance imaging) has the potential to do this and we will endeavor to prove this by having patients with prostate cancer pre-operatively undergo a technique called magnetic resonance spectroscopy. After surgery the microscopic locations of cancer will be compared with the pre-operative images to assess how well the imaging technique succeeds.    ,NCT00310479
Prostate Cancer,Sirolimus Before Surgery in Treating Patients With Advanced Localized Prostate Cancer, RATIONALE: Drugs used in chemotherapy such as sirolimus work in different ways to stop the growth of tumor cells either by killing the cells or by stopping them from dividing. PURPOSE: This clinical trial is studying the best dose of sirolimus and to see how well it works before surgery in treating patients with advanced localized prostate cancer.    ,NCT00311623
Prostate Cancer,Phase II/III Study of WST09 in Prostate Cancer After Radiation Therapy, The aim of this clinical trial is to evaluate the efficacy and safety of the WST09-mediated vascular-targeted photodynamic therapy (VTP) in patients with localized prostate cancer recurrent after external radiation therapy or temporary (High Dose Rate or HDR) brachytherapy.    ,NCT00312442
Prostate Cancer,Nordihydroguaiaretic Acid in Treating Patients With Nonmetastatic Relapsed Prostate Cancer, RATIONALE: Nordihydroguaiaretic acid may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. PURPOSE: This phase I trial is studying the side effects and best dose of nordihydroguaiaretic acid in treating patients with nonmetastatic relapsed prostate cancer.    ,NCT00313534
Prostate Cancer,Phase I Study of ZD4054 (Zibotentan) and Docetaxel in Patients With Metastatic HRPC, Two-part multi-center study design to establish a maximum tolerated dose (MTD) of ZD4054 in combination with docetaxel and to explore its safety tolerability pharmacokinetic (PK) profiles and clinical efficacy in patients with metastatic hormone-refractory prostate cancer (HRPC)    ,NCT00314782
Prostate Cancer,Dexamethasone Aspirin and Diethylstilbestrol in Treating Patients With Locally Advanced or Metastatic Prostate Cancer, RATIONALE: Giving dexamethasone together with aspirin and diethylstilbestrol may be effective in lowering prostate-specific antigen levels and may slow or stop the growth of prostate cancer. It is not yet known which schedule of dexamethasone aspirin and diethylstilbestrol is more effective in treating prostate cancer. PURPOSE: This randomized phase III trial is studying dexamethasone and aspirin when given together with two different schedules of diethylstilbestrol to compare how well they work in treating patients with locally advanced or metastatic prostate cancer.    ,NCT00316927
Prostate Cancer,Prostate Cancer Treatment Following Radiation Failure With High Intensity Focused Ultrasound (HIFU), This is a feasibility study to determine safety and the ability of HIFU (High Intensity Focused Ultrasound)to selectively destroy prostate cancer tissue in men who demonstrate local recurrence of prostate cancer following radiation treatment.    ,NCT00318240
Prostate Cancer,Neoadjuvant Bevacizumab Plus Docetaxel in High Risk Patients With Prostate Cancer Undergoing Radical Prostatectomy, The main purpose of this trial is to collect information and to evaluate the effects good or bad the combination of docetaxel and bevacizumab has on patients with high risk prostate cancer that are undergoing radical prostatectomy.    ,NCT00321646
Prostate Cancer,Radiation Therapy and Docetaxel in Treating Patients Who Are Undergoing Surgery for Localized Prostate Cancer, RATIONALE: Radiation therapy uses high-energy x-rays to kill tumor cells. Drugs used in chemotherapy such as docetaxel work in different ways to stop the growth of tumor cells either by killing the cells or by stopping them from dividing. Giving radiation therapy together with chemotherapy before surgery may make the tumor smaller and reduce the amount of normal tissue that needs to be removed. PURPOSE: This phase I/II trial is studying the side effects and best dose of docetaxel when given together with radiation therapy and to see how well they work in treating patients who are undergoing surgery for high-risk localized prostate cancer.    ,NCT00321698
Prostate Cancer,Lycopene in Preventing Prostate Cancer in Healthy Participants, RATIONALE: Chemoprevention is the use of certain drugs or substances to keep cancer from forming growing or coming back. The use of lycopene a substance found in tomatoes may keep prostate cancer from forming. PURPOSE: This randomized clinical trial is studying how well lycopene works in preventing prostate cancer in healthy participants.    ,NCT00322114
Prostate Cancer,Investigation of Protein Biomarkers of Prostate Cancer, This study is looking at biomarkers in prostate cancer.    ,NCT00323180
