Disease,Title,Abstract,NCT_ID
Breast Cancer,Laboratory-Treated T Cells After Second-Line Chemotherapy in Treating Women With HER2/Neu-Negative Metastatic Breast Cancer, RATIONALE: Drugs used in chemotherapy work in different ways to stop the growth of tumor cells either by killing the cells or by stopping them from dividing. Treating a patient's T cells in the laboratory may help the T cells kill more tumor cells when they are put back in the body. Giving laboratory-treated T cells after chemotherapy may be an effective treatment for breast cancer. PURPOSE: This phase II trial is studying how well giving laboratory-treated T cells after second-line chemotherapy works in treating women with HER2/neu-negative metastatic breast cancer.    ,NCT01022138
Breast Cancer,The Potential for Oral Diindolylmethane (DIM) Supplementation to Increase the Production of the BRCA1 Protein in BRCA1 Mutation Carriers, Women with a BRCA1 mutation face a lifetime risk of breast cancer of approximately 70% and a lifetime risk of ovarian cancer of approximately 40%. A number of potential anti-cancer nutrients have been proposed however it is important that diet supplements be evaluated prior to general recommendation. The risk of breast and ovarian cancer in carriers of a BRCA1 mutation might be lowered by some nutritional supplements. For example green tea broccoli and vitamin D are of potential interest. One dietary supplement that is thought to have potential for BRCA1 carriers is diindolylmethane (DIM) which is an active ingredient in broccoli and other green vegetables. DIM - is found in vegetables like broccoli and is available as a supplement in health food stores. The investigators think that DIM may increase the production of the normal copy of BRCA1 and offset the effect of the mutation. The purpose of this study is to determine that there is a potential for oral DIM supplementation to result in the increased production of the BRCA1 protein in BRCA1 mutation carriers. The results of the study will also serve as an evaluation of the current use and success of preventive strategies for BRCA1 mutation carriers.    ,NCT01022333
Breast Cancer,Phase II Study of Weekly Paclitaxel (BMS-181339) in Patient With Breast Cancer, The purpose of this study is to evaluate the efficacy and the safety of paclitaxel given weekly in patients with advanced or recurrent breast cancer    ,NCT01023204
Breast Cancer,Study to Evaluate the Diagnostic Value of a Combined Molecular Breast Imaging/ Breast Tomosynthesis Modality, The purpose of this pilot study is to investigate the potential clinical benefits of combining two new diagnostic tools to provide co-registered anatomical and functional information in the breast in patients with suspected breast cancer.    ,NCT01024114
Breast Cancer,Radiation Therapy Followed by Surgery in Treating Patients With Early-Stage Breast Cancer, RATIONALE: Radiation therapy uses high-energy x-rays to kill tumor cells. Giving CT-guided accelerated radiation therapy before surgery may make the tumor smaller and reduce the amount of normal tissue that needs to be removed. PURPOSE: This clinical trial is studying giving radiation therapy followed by surgery to see how well it works in treating patients with early-stage breast cancer.    ,NCT01024582
Breast Cancer,A Study of a Combination of Trastuzumab and Capecitabine With or Without Pertuzumab in Patients With HER2-positive Metastatic Breast Cancer (PHEREXA), This randomized two-arm study evaluated the efficacy and safety of a combination of trastuzumab and capecitabine with or without pertuzumab in patients with human epidermal growth factor receptor 2 (HER2)-positive metastatic breast cancer. The study population consisted of female patients whose disease had progressed during or following previous trastuzumab therapy for metastatic disease. All patients in Arm A and Arm B received trastuzumab (8 mg/kg iv as loading dose and then 6 mg/kg iv every 3 weeks thereafter) and capecitabine oral twice daily for 14 days every 3 weeks (1250 mg/m2 twice daily in Arm A and 1000 mg/m2 twice daily in Arm B). In addition patients in Arm B received pertuzumab (840 mg iv as loading dose and then 420 mg iv thereafter) every 3 weeks. Study treatment continued until disease progression or unacceptable toxicity.    ,NCT01026142
Breast Cancer,Analyzing a New Mechanism in Response to Tamoxifen Therapy in Breast Cancer Patients, This study will help to understand the interaction between the hormonal therapy Tamoxifen estrogen receptors and certain genes in the cancer cell. This information may eventually help select the appropriate therapy for future patients with similar cancer.    ,NCT01027416
Breast Cancer,Regenerative Tissue Matrix for Breast Reconstruction, The purpose of this study is to evaluate the role of Alloderm tissue regenerative matrix used in many breast reconstruction operations. When this material is used in the abdomen it often stretches and sometimes needs to be replaced. Although we see good clinical results when used for breast reconstruction there is no research regarding if or how the material changes in this location. The Alloderm is placed in the breast at the time the expander is placed post-mastectomy. The expansion is started at the time of surgery and completed during a series of office visit. This process stretches the skin underlying muscle and presumably the Alloderm. The goal of this study is to better understand the natural history of this material when used for breast reconstruction. Our objective is to measure changes in the dimension of the tissue matrix material after it has been placed in the breast. These objective findings will be supplemented with a patient questionnaire specifically designed for breast surgery patients. All patients will receive the standard preoperative work up intraoperative procedures and postoperative care indicated for patients undergoing implant breast reconstruction after mastectomy. Some of these patients will require use of the Alloderm to reconstruct the lower half of the breast pocket. This is already being done by plastic surgeons here at Henry Ford Hospital. The difference will be that the Alloderm tissue matrix used to reconstruct the lower part of the breast pocket for the study patients will have 4 millimeter metallic clips placed in it. Postoperatively these clips will be tracked by ultrasound done in the clinic. As the breast implant is normally expanded by adding saline we believe the Alloderm matrix will stretch. The movement of these imperceptible clips will be tracked and measured to map the expansion of the matrix in response to the underlying implant stretching the overlying breast pocket and the skin envelope. The pattern of expansion will allow us to develop a mathematical model to describe the stretch pattern of Alloderm matrix used in breast reconstruction. This information will be supplemented with a validated questionnaire specifically designed by breast surgery patients. This will give us both an objective dimensional change in the breast reconstruction as well as a patient-centered evaluation of the reconstruction process.    ,NCT01027637
Breast Cancer,Effect of Surgery and Radiation Therapy on Tc-99M Sestamibi Uptake Patterns in Molecular Breast Imaging, The investigators hope to prove that radiation and surgical scarring does not result in changes that affect the MBI pattern 6-12 months after completion of treatment.    ,NCT01027767
Breast Cancer,Study to Assess Effect of 8 Wks of Duloxetine Therapy on Breast Cancer Patients With Aromatase-Inhibitor Associated Pain, Many women with breast cancer who are treated with aromatase inhibitor medications develop aches and pains during treatment and some develop numbness and tingling in their hands and feet. Some examples of aromatase inhibitor medications include anastrozole (Arimidex) exemestane (Aromasin) and letrozole (Femara). Frequently pain medications do not work very well to relieve the pain. Duloxetine (Cymbalta) is a medication that was originally developed to treat depression. It has also been found to relieve pain that occurs in people with diabetes fibromyalgia arthritis and other painful conditions. In this study we are testing to see if duloxetine will help treat the pain that can occur in women treated with aromatase inhibitors.    ,NCT01028352
Breast Cancer,Imaging Modality Effects on the Multi-dimensional InfraRed Analysis (MIRA) Technology, The purpose of this study is to evaluate the effect of everyday practice modalities (mammography US) on the MIRA technology.    ,NCT01029977
Breast Cancer,Longitudinal Impact of Adjuvant Chemotherapy on Functional Status Comorbidity and Quality of Life, The goal of this study is to increase our understanding of the adjuvant chemotherapy experience in older and younger adults by prospectively describing the longitudinal trajectory of functional status comorbidity and quality of life from before the initiation of chemotherapy to 6 months after the completion of treatment in older (65 and older) and younger (under 65) adults. In addition we will determine the effect of pre-treatment physical functioning on physical recovery after the course of adjuvant chemotherapy. The secondary objective of this study is to explore if factors other than chronological age (functional status co-morbid medical conditions nutritional status psychological state cognitive function and social support) predicts which patients are more likely to experience morbidity (defined as grade 3-5 toxicity hospitalization dose reduction or delay or premature discontinuation of chemotherapy course) from adjuvant chemotherapy.    ,NCT01030250
Breast Cancer,Cyclophosphamide Methotrexate and Fluorouracil With or Without Epirubicin Hydrochloride in Treating Women Who Have Undergone Surgery for Breast Cancer (Group III Closed to New Patients as of 12/7/2009), RATIONALE: Drugs used in chemotherapy such as cyclophosphamide methotrexate fluorouracil and epirubicin hydrochloride work in different ways to stop the growth of tumor cells either by killing the cells or by stopping them from dividing. It is not yet known whether giving cyclophosphamide together with methotrexate and fluorouracil before after or without epirubicin hydrochloride is more effective in treating patients with breast cancer that can be removed by surgery. PURPOSE: This randomized phase III trial is comparing three regimens of cyclophosphamide given together with methotrexate and fluorouracil with or without epirubicin hydrochloride to see how well it works in treating women who have undergone surgery for breast cancer. (Group III was closed to new patients as of 12/7/2009.)    ,NCT01031030
Breast Cancer,Comparison of PEM Uptake Value (PUV) and Standardized Uptake Value (SUV) in Patients With Malignancies of the Breast, The goal of this clinical research study is to learn if using the PEMFlex Solo II a high-resolution camera for positron emission tomography (PET) scan imaging on an area of the body that has or is suspected to have cancer will give researchers the same or better information about the disease compared to the images taken with a routine PET/computed tomography (CT). Researchers will compare the images taken using the PEMFlex Solo II to the images taken during your scheduled routine PET/CT scan as well as any additional routine CT scan(s) magnetic resonance imaging (MRI) scan(s) and/or ultrasound image(s) you may have had within the last 30 days or may have in the next 30 days.    ,NCT01031238
Breast Cancer,Cisplatin Paclitaxel and Everolimus in Treating Patients With Metastatic Breast Cancer, RATIONALE: Drugs used in chemotherapy such as cisplatin and paclitaxel work in different ways to stop the growth of tumor cells either by killing the cells or by stopping them from dividing. Everolimus may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth and by blocking blood flow to the tumor. Giving cisplatin and paclitaxel together with everolimus may kill more tumor cells. PURPOSE: This phase I/II trial is studying the side effects of giving cisplatin and paclitaxel together with everolimus and to see how well it works in treating patients with metastatic breast cancer.    ,NCT01031446
Breast Cancer,Genetic & Pathological Studies of BRCA1/BRCA2: Associated Tumors & Blood Samples, The purpose of this study is to try to understand the biology of development of breast ovarian fallopian tube peritoneal or endometrial cancer from persons at high genetic risk for these diseases. The influence of environmental factors on cancer development in individuals and families will be studied. The efficacy of treatments for these diseases will be evaluated.    ,NCT01034033
Breast Cancer,Multi-Media Imagery Program for Breast Cancer Patients (Phase II)," Global Objective: To improve quality of life and reduce stress for breast cancer survivors. To address the late-term and long-term effects of breast cancer treatment as defined by the Institute of Medicine including chemo brain fatigue sleep deprivation stress anxiety depression and PTSD. Phase II Aims: (1) To demonstrate the clinical efficacy (i.e. improved quality of life stress reduction participant satisfaction with product) of the ""Envision the Rhythms of Life"" program and (2) to establish the technical merits of the program's distance-delivery (videoconferencing hardware and software) and instructional technology (i.e. animations graphically enhanced PowerPoint instructional materials full-color program manuals art-as-imagery and audio-imagery). ""Envision the Rhythms of Life"" instructs breast cancer survivors in the practice of individualized emotionally supportive and biologically accurate imagery and consists of 5 4-hour long interactive classes and between-class instructor support. Instructional Options: Option 1 delivers the program technology (animations PowerPoint manuals art audio-art) with instructor and participants in the same room. Option 2 delivers the program at-a-distance to a small group of via videoconferencing software and camera systems (Alaska and Seattle) to low moderate or high bandwidth areas. Each option delivers program three times (total of 45 participants for each option). A website portal provides all program information and materials. Design and Method: Program will be delivered to 135 breast cancer survivors who have completed conventional care (surgery radiation IV chemotherapy) for at least six weeks. Differences in option 1 and 2 outcomes will be compared to each other and to controls; combined outcomes of option 1 and 2 will be compared to controls; and waitlist control outcomes will be compared to their extended baseline. Hypothesis: Options 1 and 2 will both produce significantly better outcomes than waitlist control group.    ",NCT01034215
Breast Cancer,Women At Risk: The High Risk Breast Cancer Program, The purpose of this study is to increase understanding of women who are at high risk for developing breast cancer. Data from this group will be collected and entered into a registry. This registry serves as a clinical database to support research in prevention early detection and treatment of breast cancer.    ,NCT01034891
Breast Cancer,RCT of Fixed vs Titrated Letrozole in Breast Cancer Patient Undergoing IVF, The purpose of this study is to compare two different ways to administer Letrozole to determine their effectiveness in blocking estrogen production during ovarian stimulation in patients with breast cancer prior to chemotherapy/radiotherapy so that oocytes or embryos can be cryopreserved and patients can possibly achieve a pregnancy after the treatment of breast cancer. During standard ovulation stimulation the estrogen levels will exceed normal levels and may reach 10 times the normal level for a 2 week period. This may not be desirable in breast cancer patients. The study hopes to determine if the investigators can stimulate oocyte development in the conventional way and administer different doses of Letrozole as the oocytes develop to keep estradiol levels low increase the number of oocytes the investigators are able to recover and improve the quality of those oocytes.    ,NCT01035099
Breast Cancer,Magnetic Resonance Imaging of Breast Cancer, To compare magnetic resonance imaging (MRI) with more well established diagnostic imaging techniques to determine which method best finds and defines breast cancer.    ,NCT01035112
Breast Cancer,Adipose Tissue Transfer for Moderate Breast Cancer Conservative Treatment Sequella, This is a phase III randomized multi-center study of equivalence comparing the radiological follow-up for patients benefiting from the correction of the esthetical relapse of the preservative treatment by fatty transfer compared with a simple supervision. It is planned that 440 patients participate in this study which plans to compare 2 groups of patients: a group of patients which will benefit from the surgical treatment by transfer of fatty tissue and a group of patients under simple supervision. follow-up consultations are planned in 10 in 45 days post-surgery then at 3 months 6 months 12 months and 5 years to look for the expected unwanted effects in relation with the surgery but also to estimate the impact of the fatty transfer on the rate of local and\or from a distance relapse. During these consultations the surgeon and the patient will also estimate the cosmetic result of the surgery thanks to a questionnaire of cosmetic evaluation and to standardized photos.    ,NCT01035268
Breast Cancer,Panitumumab Nab-paclitaxel and Carboplatin for HER2 Negative Inflammatory Breast Cancer, The goal of this clinical research study is to learn how effective the combination of chemotherapy including both panitumumab Abraxane (nab-paclitaxel) and carboplatin (PNC) and fluorouracil epirubicin and cyclophosphamide (FEC) used before surgery for the treatment of IBC is. The safety of PNC combination will also be studied.    ,NCT01036087
Breast Cancer,Observation Only Study Involving Participants Enrolled in the CHAT Trial," The aim of the CHAT study (""An open-label randomized Phase II study of Herceptin (trastuzumab) Taxotere® (docetaxel) and Xeloda (capecitabine) in combination versus Herceptin (trastuzumab) plus Taxotere® (docetaxel) in patients with advanced and/or metastatic breast cancers that overexpress HER2"") was to test the combination of Trastuzumab and Docetaxel with or without capecitabine as first-line therapy for HER2 positive locally advanced or metastatic breast cancer. Overall Response Rate was the primary endpoint of the CHAT study. This study failed to meet its primary objective of showing a difference between the treatment groups with equivalent high response rates for the Trastuzumab plus Docetaxel and Trastuzumab Docetaxel plus capecitabine arms. Secondary endpoints in the CHAT study were Progression-Free-Survival Time-to-Progression Overall Survival duration of response and safety profile. Whilst analysis of the existing data is consistent with improvement with the triplet therapy interpretation is compromised by the relatively short median follow-up of 24 months. In hindsight the statistical design was flawed by selection of a sub optimal primary endpoint and consequently data was collected and analysed early in relation to time-dependent endpoints. Beyond CHAT will permit capture of mature data for time-related endpoints. Time-to-Progression and Overall Survival are the co-primary endpoints for the Beyond CHAT protocol. The impact of treatment following the first progression on survival will be explored. Time-to-Progression will be defined from the time interval between the date of randomisation and the occurrence of progressive disease under therapy according to RECIST criteria. Overall Survival will be defined as the time from date of randomisation to date of death    ",NCT01038466
Breast Cancer,A Study of YM155 Plus Docetaxel as First-Line Treatment in Subjects With HER2 Negative Metastatic Breast Cancer, The purpose of this study is to evaluate survival response rate safety and tolerability of YM155 given in combination with docetaxel as first-line treatment in subjects with human epidermal growth factor 2 non-overexpressing (HER2 negative) metastatic breast cancer.    ,NCT01038804
Breast Cancer,Breast Lymph Node Mapping, The purpose of this study is to map the arm lymphatic drainage system in the axilla with blue dye and the breast drainage system with a radioactive material. By identifying the arm lymphatics they can be protected during surgery and this may decrease the occurrence of lymphedema. The information obtained in this study may provide us with better surgical techniques to identify and protect the arm lymphatic drainage system in the axilla.    ,NCT01038908
Breast Cancer,Proteomics Research of Breast Cancer Markers in Interstitial Fluid and Serum, The current study is a case control study involving comparisons of tissue interstitial fluid from breast cancer and adjacent non-cancerous tissue as well as that from benign breast lesion and its adjacent non-diseased tissue for a distinguishable breast cancer profile. The purpose of this research is to collect fresh breast nodule/cancer and surrounding non-cancerous tissue for proteomic studies of the interstitial fluid to identify a profile distinguishing breast cancer which will also permit future research on stored interstitial fluid blood or tissue samples. Specific markers identified from interstitial fluid study will be investigated in blood samples to develop serum markers for breast cancer diagnosis and prognosis. Additionally we will perform both prospective and retrospective research on breast cancer involving clinical demographic epidemiologic information treatment follow-up and outcomes on breast nodule/cancer cases collected.    ,NCT01042548
Breast Cancer,Study of XL147 (SAR245408) in Combination With Trastuzumab or Paclitaxel and Trastuzumab in Subjects With Metastatic Breast Cancer Who Have Progressed on a Previous Trastuzumab-based Regimen, Phase 1 of this study will evaluate the maximum tolerated dose (MTD) of XL147 when given in combination with trastuzumab (Herceptin) and in combination with trastuzumab and paclitaxel. After the MTD is established for each combination (Phase 2) subjects will be enrolled to evaluate the preliminary efficacy and safety of these combinations in metastatic HER2 positive breast cancer. Both trastuzumab and paclitaxel are used in the treatment of metastatic breast cancer (MBC) but patients can develop resistance. The link between PI3K mutations and trastuzumab resistance has been seen in breast cancer patients. This suggests that inhibitors of the PI3K/PTEN pathway may have the potential to restore sensitivity to trastuzumab. Similarly introduction of activated mutant forms of PI3K has been shown to transform and confer paclitaxel resistance to immortalized breast epithelial cells. XL147 is a potent and selective inhibitor of PI3K and inhibits phosphorylation of multiple downstream components of PI3K/PTEN signaling. Therefore XL147 may have utility in the treatment of trastuzumab resistant/refractory and HER2-positive MBC when administered in combination with trastuzumab alone or with trastuzumab and paclitaxel.    ,NCT01042925
Breast Cancer,Curcumin for the Prevention of Radiation-induced Dermatitis in Breast Cancer Patients, Ionizing radiation is a toxic agent and widely accepted form of treatment for various types of cancer. Despite advances in medical technology radiation therapy still causes severe early and late skin effects. Radiation-induced dermatitis occurs in approximately 80% of patients. Important consequences of radiation-induced dermatitis include impairment of the quality of a patient's life due to pain and premature interruption of radiation treatment which in turn may be impair good local control of disease. The biological pathways responsible for acute radiation-induced dermatitis remain unclear. Currently there is no standard treatment for the prevention of radiation-induced dermatitis with demonstrated effectiveness. The aim of this randomized double-blind placebo-controlled pilot study is to assess the effectiveness of curcumin for the prevention of acute radiation-induced dermatitis during postoperative radiotherapy for breast cancer. We hypothesize that curcumin a natural phenolic compound found in both turmeric and curry powders can prevent or alleviate radiation-induced skin reactions in breast cancer patients receiving radiotherapy.    ,NCT01042938
Breast Cancer,Bilingual Breast Cancer Educational Intervention for Hispanic Women With Stage I Stage II or Stage III Breast Cancer and Their Families or Caregivers, RATIONALE: Studying quality-of-life in patients having cancer treatment may identify the intermediate- and long-term effects of treatment on patients with cancer PURPOSE: This randomized clinical trial is studying how well an educational intervention works in supporting Hispanic women with stage I stage II or stage III breast cancer and their families or caregivers.    ,NCT01043003
Breast Cancer,Evaluation the Diagnostic Ability of the Cancer Detection Technology (CDT) to Detect Breast Cancer Among Women Population Over Age 40, This study aimed to validate the diagnostic ability of the CDT (cancer detection technology) software to detect breast cancer among women population.    ,NCT01043055
Breast Cancer,Magnetic Resonance Imaging (MRI) of Tumor Response and Cognitive Impairment in Breast Cancer Patients Undergoing Chemotherapy, We will use magnetic resonance imaging (MRI) to investigate tumor changes in women with breast cancer who are receiving anthracycline-based systemic chemotherapy. We will also use MRI and cognitive tests to study the possible effects of chemotherapy on the brains of these women. The results will be compared to a control group of normal healthy women. We will try to determine if MRI can be used to predict tumor response and cognitive changes related to the chemotherapy.    ,NCT01045044
Breast Cancer,Limonene Study in Women With Breast Cancer, Limonene is a major component in the essential oils of citrus fruits. It has demonstrated promising breast cancer preventive and therapeutic effects in preclinical model systems. This early phase clinical study will evaluate the distribution of limonene to the breast tissue and its associated biological activities after 2 to 6 weeks of limonene dosing in women with a recent diagnosis of early stage breast cancer. This study will help evaluate the potentials of developing limonene as a breast cancer preventive agent.    ,NCT01046929
Breast Cancer,Post Marketing Surveillance Study To Observe Safety And Efficacy Of Aromasin In The Patients With Early Or Advanced Breast Cancer, This non-interventional study is to monitor use in real practice in Korea including adverse events on Aromasin (Exemestane).    ,NCT01047358
Breast Cancer,Use of PRO Onc Assay to Assess HER2 in Patients With Metastatic Breast Cancer, This trial will evaluate the clinical significance of the PRO Onc assay and will assess the efficacy of HER2-targeted therapy in patients with HER2-negative breast cancer who have been identified as having HER2 overexpression/activation by the PRO Onc Assay.    ,NCT01048099
Breast Cancer,Health SMART (Stress Management and Relaxation Training), The study will examine the effects of a cognitive behavioral stress management (CBSM) group intervention on antibody and cellular immune function among women who are at elevated risk for breast cancer because of family history. Hypothesis 1: Women who participate in the CBSM intervention will have a larger primary and secondary antibody response to HA vaccine compared to women in the comparison group. Hypothesis 2: In response to stimulation with HA antigen lymphocytes from women who participate in the CBSM intervention will have larger primary and secondary in-vitro proliferative response to HA antigen and increased primary and secondary in-vitro TH1 cytokine response to HA antigen compared to lymphocytes from women in the comparison group. Hypothesis 3: Women who participate in the 10-week CBSM group intervention will report lower levels of distress immediately after the intervention compared to women in the comparison group. Changes in distress as a result of the intervention will be associated with any significant changes in immune function discovered in Aims 1 and 2.    ,NCT01048528
Breast Cancer,Omega-3 Fatty Acids and Chemotherapy-induced Neuropathy and Inflammation in Breast Cancer, The aim of this study is to assess the effects of n-3 fatty acids on taxane-induced neuropathy and neurotoxic inflammatory agents in patients suffering from invasive breast cancer.    ,NCT01049295
Breast Cancer,Acupuncture in Treating Nerve Pain in Patients With Stage I Stage II or Stage III Breast Cancer Who Are Receiving Paclitaxel, RATIONALE: Acupuncture may help relieve nerve pain caused by chemotherapy. PURPOSE: This randomized clinical trial is studying how well acupuncture works in treating nerve pain in patients with stage I stage II and stage III breast cancer who are receiving paclitaxel.    ,NCT01050075
Breast Cancer,Development of Predictive Biomarkers and Novel Approached to Therapy in Breast Cancer, Breast cancer is a common malignancy world-wide and is the commonest female malignancy in Singapore with rising trends in incidence over the last 2 decades. While there have been improvements in treatment mortality from breast cancer remains significant. Development of biomarkers to predict treatment response and toxicity to anti-cancer agents can rationalize the choice of therapy for the individual patients to optimize treatment outcome and to reduce unnecessary toxicities. Development of novel therapies or novel approaches to therapy is also critical to improve the treatment armamentarium in breast cancer. These research strategies will have an significant impact on breast cancer treatment both in Singapore as well as globally.    ,NCT01051492
Breast Cancer,Aromatase Inhibitor-Associated Musculoskeletal Symptoms in Non-Metastatic Post Menopausal Breast Cancer Patients, The purpose of this study is to compare pre and post Aromatase Inhibitor (AI) treatment serological markers of inflammation and assess for correlation with AI-MS.    ,NCT01051609
Breast Cancer,X-Ray Mammography Standard of Care Protocol, Background:   -  X-ray mammography is the standard method for breast cancer screening. It is a noninvasive test using x-rays to take pictures of breast tissue and detect any abnormalities.   -  The National Institutes of Health (NIH) Clinical Center has a breast imaging unit that has been accredited by the American College of Radiology. To maintain accreditation the unit must recruit a certain number of women to have clinical mammograms each year in order to maintain a high level of clinical skills and experience for the radiologists and technologists. Objectives: - To create a state-of-the-art mammography unit at the NIH Clinical Center in order to maintain American College of Radiology accreditation of the NIH breast imaging facility. Eligibility: - Women who are eligible for breast cancer screening because of family cancer history genetic test results or previous instances of cancer. Participants may not be pregnant or nursing at the time of the screening. Design:   -  Participants will provide a brief medical history on arrival at the NIH breast imaging unit.   -  Each participant will have a standard mammogram performed by a radiology technician.   -  If the study is normal participants will be told that no further evaluation will be performed. If the results indicate a need for further imaging or tissue biopsy participants may elect to return to the care of their primary physician or to receive further follow-up at the NIH Clinical Center.    ,NCT01052740
Breast Cancer,Facilitating Physical Activity Behavior and Health Outcomes in Breast Cancer Patients Receiving Chemotherapy, Breast cancer and its treatments can take a toll on the physical and psychosocial well-being of cancer survivors. Few interventions can help breast cancer patients improve their physical strength stamina and overall well-being. Developing ways to facilitate PA behavior during chemotherapy for breast cancer are necessary. This trial explores ways that breast cancer patients receiving chemotherapy can learn about and engage in PA during chemotherapy. This trial will also give Southern Alberta breast cancer survivors an opportunity to participate in evidence-based programs designed to facilitate their health breast cancer recovery and disease-free survival. The investigators primary hypothesis is that women receiving the PA intervention resource kit will report a more positive change in self-reported PA at the end of chemotherapy treatments when compared to the group receiving standard materials.    ,NCT01053468
Breast Cancer,To Evaluate the Characteristics of a Breast Cancer, The purpose of this pilot study is to determine the prevalence of markers of chronic and cycling hypoxia and reactive species stress (oxidative and nitrosative) in the breast cancer tumor microenvironment. The study is based around four cornerstone features of the pathologic microenvironment - Hypoxia Reactive Species (reactive oxygen and nitrogen species) HIF-1 and VEGF which we term the HRHV axis. Fifty breast cancer patients with planned surgical excision will be administered the hypoxia marker drug EF5 24-36 hr prior to surgical excision. EF5 is a non-therapeutic drug and provides no direct benefit to those patients enrolled in this pilot study. Tissues obtained intra-operatively will be snap frozen and subsequently analyzed for EF5 binding. Immunohistochemical analysis of a cohort of immunohistochemical and urine markers that depict the HRHV axis will be examined. The association of the markers with the presence of hypoxia as determined by EF5 positivity will be determined. Data from this pilot study will be used to establish the prevalence of markers of the HRHV axis in breast cancer. This information will be crucial for future human trials in which the HRHV axis is therapeutically targeted.    ,NCT01055678
Breast Cancer,Neo Adjuvant Chemotherapy in Triple Negative Breast Cancer, This study aims to compare the response of triple-negative breast cancer with deficient homologous recombination to intensified alkylating chemotherapy versus standard chemotherapy with dose dense AC and/or Docetaxel-Capecitabine.    ,NCT01057069
Breast Cancer,Xpress Digital Mammography System Images for Computer Aided Detection Development, The primary objective of this study is to acquire digital mammography images produced by the Xpress Digital Mammography System in order to develop Computer Aided Detection software and systems.    ,NCT01061138
Breast Cancer,Study To Investigate the Feasibility and Safety of A Dedicated High Resolution Nuclear Breast Imaging Camera, To evaluate the feasibility acceptability and safety of using a molecular breast imaging (MBI) Gamma Camera in women at high risk of developing breast cancer    ,NCT01062100
Breast Cancer,Letrozole in Treating Breast Cancer in Postmenopausal Women With Stage I II or III Breast Cancer Previously Treated With Tamoxifen (GIM4), RATIONALE: Estrogen can cause the growth of breast cancer cells. Letrozole may fight breast cancer by lowering the amount of estrogen the body makes. It is not yet known which regimen of letrozole is most effective in treating breast cancer in postmenopausal women who have received tamoxifen. PURPOSE: This randomized phase III trial is comparing different regimens of letrozole to see how well they work in treating postmenopausal women with stage I stage II or stage III breast cancer previously treated with tamoxifen.    ,NCT01064635
Breast Cancer,Detection of Amplification of Her2 Fluorescent in Situ Hybridization (FISH) in Breast Tissue Sections, The purpose of the study is the identification of amplification level in human breast tissue. The imaging system is intended for diagnostic use as an aid to the pathologist in the detection counting and classification of Her2 FISH stained tissue samples.    ,NCT01066507
Breast Cancer,Efficacy and Safety of Gadobutrol 1.0 Molar (Gadovist) for Breast MRI, The purpose of this study is to look at the efficacy (how does it work) and safety of gadobutrol when used for obtaining MR images of both breasts.Women with a recent diagnosis of breast cancer by mammogram (X-ray examination of the breasts) may benefit from MRI of the breasts as MRI may detect additional breast cancers.    ,NCT01067976
Breast Cancer,Safety of BKM120 Monotherapy in Advanced Solid Tumor Patients, This is a first-in-man phase I clinical research study with BKM120 a potent and highly specific oral pan-class I phosphatidylinositol-3-kinase (PI3K) inhibitor. The study consists of a dose escalation part followed by a MTD expansion part. Once the MTD has been defined the MTD expansion part will be opened for enrollment.    ,NCT01068483
Breast Cancer,Efficacy and Safety of BMS-690514 in Combination With Letrozole to Treat Metastatic Breast Cancer, The purpose of this study is to determine if BMS-690514 + letrozole will be more effective than lapatinib + letrozole in patients who have metastatic hormone receptor positive breast cancer after developing progressive disease immediately following adjuvant antiendocrine therapy    ,NCT01068704
Breast Cancer,Docetaxel and Cisplatin Chemotherapy With or Without High Dose Proton Pump Inhibitor in Metastatic Breast Cancer, The objectives of this study are to evaluate the efficacy and tolerability of high dose proton pump inhibitor combined with chemotherapy in metastatic breast cancer.    ,NCT01069081
Breast Cancer,Clinical Outcomes After Letrozole Treatment According to the Estrogen Receptor Expression in Postmenopausal Women, The purpose of this study is to assess clinical outcomes after Letrozole treatment according to the estrogen receptor expression in postmenopausal women with hormone receptor positive breast cancer.    ,NCT01069211
Breast Cancer,BAY88-8223 Alpharadin Breast Cancer Patients With Bone Dominant Disease, The purpose of the study is to investigate if multiple (up to four) intravenous injections of Xofigo (Alpharadin) have any clinically relevant effect on bone markers in breast cancer patients with bone dominant disease who have progressed on endocrine therapy and are no longer considered suitable for endocrine therapy. In addition the safety of Xofigo (Alpharadin) will be assessed.    ,NCT01070485
Breast Cancer,Phase Ib/II Study of Primary Chemotherapy With Paclitaxel Gemcitabine and Sunitinib, Phase Ib part: ??Primary objective: To demonstrate the recommended dose of the combination of paclitaxel gemcitabine and sunitinib (sutene®) (PGS) as preoperative chemotherapy in patients with HER2-negative operable breast cancer   -  Secondary objective:   1. To demonstrate the maximum tolerated dose (MTD) and dose-limiting toxicity (DLT) of this regimen   2. To determine the safety profile Phase II part   -  Primary objective: To evaluate the pathologic complete response rate (pCR) to preoperative administration of PGS ??Secondary objective:   1. To assess breast conserving rate after preoperative PGS   2. To evaluate clinical response rate disease free survival (DFS) and overall survival (OS)   3. To assess the safety profiles of PGS    ,NCT01070706
